context,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#河南暴雨救援##河南暴雨互助##新乡暴雨# #郑州暴雨# #鹤壁暴雨# 随时更新修改

【博肖爱心联盟这条微博评论区收集河南各受灾区物资调度O网页链接】会有专门的志愿者小伙伴进行整理收集并核实，并通过一定的方式尽力协助解决。

🆘实时🆘已核实 寺庄顶小学三楼和部分村民二楼，凌晨开始等救援。联系 17630232625陈喜乐

‼️占城镇王官营村工厂 10余人被困O网页链接
‼️新乡市牧野区马坊村三个老人房顶微晃O网页链接
‼️紧急救援!河南省新乡市牧野区王村镇马坊村整个村的村民被困O网页链接
‼️辉县市赞成镇沟西庄村留守儿童和老人居多O网页链接
‼️新乡市凤泉区大块镇北庄村村口赛特钢瓶公司门口老人被困O网页链接
‼️22人被困儿童发烧有老人新乡市环宇大道力加油站北100米路东小路进O网页链接
‼️郑州航海路秦岭路口（帝湖百货） 有老人O网页链接
‼️村庄几十人失联‼️老人孩子居多！急急急O网页链接
‼️【安阳市林州市石板岩镇车佛沟村老师学生被困已出现落石】急需救援O网页链接
‼️水位已至膝盖家中仅一位80岁老人无邻居O网页链接
‼️整个村子被困卫辉市顿坊店乡清水河村 O网页链接
‼️郑东新区四百人被困O网页链接
‼️河南省郑州市中牟县大有路 天一·建苑小区有婴儿O网页链接
‼️河南省巩义市小关镇杜沟村东沟，95岁的老人不能走路，腿有伤，被困。屋后已经发生过一次坍塌了。O网页链接
🆘阜外华中心血管医院，几千人被困里面，水位马上到2楼，急需电线，6.5千瓦220伏，急需电线50米长，阜外华中心血管病医院4楼重症监护O网页链接
‼️未救援急水位仍在上涨老人孩子两天两夜O网页链接
‼️新乡暴雨 开封山洪爆发！！私家车不要进去冒险救援！！解放军已经进去了！！
‼️关注新乡卫辉 受灾状况严重O网页链接
河南省荥阳市崔庙镇王宗店村南头组整个小组因洪水O网页链接
‼️【超30小时】失联30小时O网页链接
‼️坍塌地点漏电 O网页链接
‼️有物资！小型江苏民间救援，在去往郑O网页链接
‼️两个老人被困 O网页链接
‼️郑州中牟象湖南路上东城小区被困两天未被救O网页链接
‼️辉县市沟西庄村进水高度已超过人高没水没电全部被淹被困人员中有1/3以上是儿童O网页链接 
‼️辉县共济医院三百老人被困情况严重O网页链接
‼️小区受困有老人O网页链接
‼️阜外华中医院院内超过1000名患者和1000名左右患者家属以及800名医护人员急需物资O网页链接
‼️有老人和孩子被困【新乡凤泉区绿茵河畔小区】O网页链接
🐱🐶安阳小动物保护基地现在在受灾地区救助流浪的猫狗，现在他们需要狗粮，消毒液，碘酒，红霉素软膏，麻烦大家救救这些毛孩子O网页链接 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"卫辉市防汛救灾物资接受社会捐赠公告

社会各界爱心人士：

7月17日以来，我市遭受持续强降雨极端天气，几条主要河道均超水位警戒线，造成大面积涝灾。目前，全市共计受灾125904人，农作物受灾面积203550亩，经济损失11469.80万元。全市各级领导、乡镇和单位主要负责人全部一线指挥，广大党员干部、解放军、民兵、消防、企业救援队和社会各界救援力量集中人员和装备，不断加强险工险段防护，全力以赴抗洪抢险救灾。截止目前，共成立集中安置点158个，紧急避险转移人口643人，紧急转移安置受灾群众72164人。为确保广大人民群众生命财产安全，最大幅度降低损失，现急需向社会各界征集防汛抢险物资及装备，特公告如下：

一、所需装备物资

1、抽水泵

2、净水设备

3、应急照明设备

4、应急手电

5、头戴式照明灯

6、折叠床

7、雨衣

8、雨靴

9、毛毯

10、被子

11、救生衣

12、救生圈

13、应急急救包

14、土工布

15、防渗水布

16、装好土的沙包

17、木桩

18、铁丝

19、帐篷

20、钢管

21、石子、石粉

二、捐赠地点：卫辉市公路管理局向北约100米路西（卫辉市城润建筑工程有限公司院内）

联系方式：17637329102（短信）

三、交通方式：京港澳高速卫辉站（走人工收费道），出站后向西第一个红绿灯北拐100米路西。

卫辉市防汛抗旱指挥部

2021年7月24日 2新乡·卫辉市融媒体中心 2新乡·卫辉市融媒体中心 2新乡·卫辉市融媒体中心 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#防汛救灾进行时•人民至上# 【鹤壁浚县决口已封堵25米！中国安能高精尖装备助力封堵】受连日强降雨影响，鹤壁浚县新镇镇河堤发生决口险情。河堤顶宽7m，底宽25m，口门宽度达40m，情况十分危急！
中国安能闻令而动从多个方向、多批次抽调158人携带39台套大型抢险装备抵达现场并投入战斗。结合现场情况，专家组研究制定“抢筑裹头、单向进占、快速合龙、防渗闭气”的处置战法并展开作业。由当地政府组织驻地力量抢修夯实道路、保障运输料源，配合中国安能推土机、挖掘机、振动碾等重型工程救援装备，进行决口封堵，并布设全站仪，实时测量水位高程。为确保安全，他们还在每个作业面各配置1名安全员、2名操作员，采取“人歇机不停、两班作业倒”的方式作业，确保抢险人员装备的安全，有效提高作业效率。#发现英雄•致敬平凡##河南暴雨 信广播报# 详情点击：O网页链接 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"郑州
‼️‼️‼️投稿紧急求助重灾区…
位于河南省郑州市中牟县白沙镇中央花园
小区停电停水五天四夜！老人小孩扛不住了
🆘急需：高压洗地机、洗地机、尘推车、防疫类消毒液、消毒片！！！
🆘急需配电类设备：配电柜、变压器、材料、电缆等配套物品、大型应急发电车、应急通讯车
⚠️如有这方面的资源请联系毕经理：15237178157 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#河南暴雨# 【紧急！受困群众几千人！新乡曲韩社区求救】（11:48分电话核实）曲韩社区求救！汲城决堤，卫河水倒灌至曲韩社区，车库楼道均进水严重，目前一楼车库已经淹没，水势涨的很快，无专业救援，受困群众几千人，社区有老人，有小孩儿急需救援。
求大家帮忙转发！
联系
尚家伟13837341861或
田良军13513730441或
赵如涛13503443838或
闫纪良19903739685
15664084970 这个已经被困三天了 #河南加油# #河南暴雨救援# ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助 ⚠️新乡市救援团队需要大量一次性餐盒、餐具、塑料袋！请联系15090099919救援队后勤保障群主石媛媛，谢谢各位转发
【我个人的备注：】媛媛是在新乡一线协助救援后勤保障的，保障救援人员有吃有水有睡觉地方，信息属实，无需核实

作为一个北漂的辉县人，在这里谢谢各位的转发及援助，感恩 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🆘 急寻学生黄菲‼️
⚠️7月20日下午5点左右在航海路蜜雪冰城回耿庄南路湾景一号路上失去联系，至今未归。身穿黑色上衣，中长发，发色黄，身高162左右，图一为今年4月照片。图2.3.4为近两年照片。
此信息真实！恳请各位有可靠信息第一时间私信我！
家长电话：15903605864",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助王一博#王一博驰援河南救灾一线##王一博##河南暴雨救援# 扩扩扩！！！
求救人员：李丽 15565235181
受困人数 ：3
情况：被困3个人，有一80岁老太太腿骨折了，需要皮艇救援。地址： 卫辉市市政府对面街路口。
【7.24 19：48 通过短信和电话确认】",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助河南暴雨互助新乡最新已核实上报，早中晚餐24.19:50
6.(7.24日11点己核实) 爱 心外卖
哪哪都能送【汪汪队跑腿代驾】携手er苏式奶酪·麻辣烫·早餐店为全国各地来辉县救援的家人们提供24小时免费送餐、就餐服务。发送:送达地址、送达时间、送达联系方式、就餐人数。此条信息真实有效，需提前5小时候报餐，联系方式:16638385050
7.(7.24日11点30分己核实)大难无情，人间有爱李时珍像向西688米山东老屋饭店从今晚起为救灾一线自愿者，抢险施工队，社会救援队，环卫工人们提供免费早中晚快餐，如果您在一线值班蹲守我们可以免费送餐!画13523222229
8.携手并肩，风雨同舟。
辉县【三锅演义】每天早上8点到晚上12点，为一线救援队、义工、志愿者、环卫工提供店内免费就餐:(早上，稀饭，馒头，炒菜。中午晚上，大米烩菜或鸡蛋面肉丝面)联系人郑文杰:18338938969白添元:13781972969让我们一起为家乡加油
9.(7.24日12:09已核实)辉县市知味餐厅免费为救援队提供用中餐和晚餐。联系电话
15660544567韩香艳，15893866600郝燕飞。餐厅地址:辉县市滨河新城西南角(文昌小学东门对过)。请看到的朋友分享给救援队人人人 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"郑州
‼️‼️‼️投稿紧急求助重灾区…
位于河南省郑州市中牟县白沙镇中央花园
小区停电停水五天四夜！老人小孩扛不住了
🆘急需：高压洗地机、洗地机、尘推车、防疫类消毒液、消毒片！！！
🆘急需配电类设备：配电柜、变压器、材料、电缆等配套物品、大型应急发电车、应急通讯车
⚠️如有这方面的资源请联系毕经理：15237178157 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"目前平顶山蓝天救援第一梯队已结束荥阳救援于今日转战新乡抗洪，目前第二梯队时刻准备着支援新乡抗洪救灾，现在紧缺的是救援队急需防汛抢险物资及装备
1橡皮舟/艇（及外挂发动机）
2速干衣
3.应急照明灯
4.手提式/头戴式手电筒
5.激流救援浮力马甲
6.喇叭
7.应急药品
有爱心人士或者企业可以赞助的请和我联系，急需！急需！
联系人：李亚红13733770693微信同号 2新郑市 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
//@央视新闻:【#安阳公交停运呼吁非必要不出门# 直播关注！】今天04时05分，河南安阳升级发布暴雨红色预警信号。目前，#安阳降雨仍在继续内涝严重#，安阳曲沟已出现100毫米以上降水量。总台记者正在现场，看直播↓关注！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ‼️物资领取‼️需要救援物资的可以到新乡学院（金穗大道东）领取，需要自己带车！ 有灾民安置和抗洪一线需要的请与新乡学院接收点联系！已核实，请大家助力扩散！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"目前仍有物资缺乏！！！！！！！！！这是官方求助！！！！！！！！！！
#河南暴雨互助##河南一定行#
我是战博临时线上反馈队@永恒定律·战山为王 电联组长 念一
我们收到了一条求助信息。
信息如下。
救援地址：河南省鹤壁市淇县。淇县接收社会捐助物品统一接收地点:中美物流园(河南康讯医药有限公司)
地址:人民路泰山路交叉口
联系电话：
联系人：孙树军13939201559
联系人：张茜13939230130
联系人：介保栋15033886569
联系人：孟红伟13903924577
联系人：赵东东18739227955
联系人：耿然然15239285683
联系人：高莹15346273698
联系人：李向红17739256338
联系人：刘枚菊13939298199
联系人：裴爱荣13839206943
救援人数：3万人。
救援需求：缺叉车10台，钩机50台，铲车50台，大功率发电机100台，水泵100台，电脑，打印机，米面油，消毒液，雨靴，雨伞，雨衣，帐篷
最后核实时间：2021.7.26 上午8点36分 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 巩义市小关镇郑沟一队急需救援物资！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨互助#急:巩义市米河镇小里河被淹，校园里全部都是厚厚的淤泥，现需要小铲车、小挖机、人工，大车因廊道高度限制进不去，谢谢！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 #河南暴雨互助# 牧野区丰乐里村全村被困！求救援！！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【鄭州京廣路隧道發現4具遇難者遺體】7月24日上午11點，在鄭州京廣北路隧道南出口，鄭州市城市管理局相關負責人，亦是此次京廣路抗洪搶險負責人介紹，京廣路三個規模隧道，經排查，在京廣北路隧道中發現四名遇難者，兩百多輛車。該隧道目前仍在抽水，但經摸排未發現其他遇難者。“對遇難者遺體，我們舉行了很尊重的儀式，擺好後救援人員先鞠躬，再迅速抬出來。“該負責人介紹。（視頻來源：@澎湃新闻 ）#河南一定行# #河南暴雨救援# #河南强降雨已致58人遇难# #京广路隧道发现四具遇难者遗体# L香港中通社的微博视频 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#新乡暴雨求助##河南暴雨互助# ⚠️新乡学院的救援物资已经饱和！！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨互助# 【求助贴】‼️新乡市凤泉区大块镇‼️原庄村188号❗️两位老人，一堆父母还有一位小孩,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨救援#【新乡残疾人综合服务中心二楼40人急需救助】,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨救援# #河南暴雨互助# 牧野区丰乐里村全村被困！求救援！！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨已致56人遇难# 请持续关注支援河南省新乡市辉县市吴村镇几十个村庄，救援队远远不够，仍有泄洪危险，村中最高是二楼，一旦泄洪，成千上万村民将面临生命危险，请求关注！请求支援！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨互助# 新乡学院的救援物资已饱和，现只接待救援车队，不接待物资车队，扩🆘🆘🆘🆘,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#河南暴雨互助# 🙌🏻#河南暴雨救援#
本条微博评论区收集河南各受灾区❗️物资调度❗️问题信息：
1️⃣缺物资；
2️⃣有物资但还没有联系到可接收方；
3️⃣已联系好捐赠点，不知道怎么送进去；
4️⃣其他问题。

请按以下对应格式评论：
问题1️⃣/2️⃣/3️⃣/4️⃣＋具体信息＋联系方式或原博链接。

会有专门的志愿者小伙伴进行整理收集并核实，并通过一定的方式尽力协助解决。
注：能力有限，加上灾区实际客观条件限制，并不能保证所有求助信息都能够协助解决，请见谅。评论之前请先翻看前排有无重复信息，若有则请尽量不要重复评论。

附动态求助信息整理图 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨互助#新乡#新乡暴雨##新乡救援# 急！！新乡京港澳金穗大道高速下口堵了几公里的物资救援车，急需交通疏导。（看到的求助信息被淹没了，转发）@新乡交警,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南极端大雨，事急心切，众多阿里员工和阿里公益立即行动：
1、阿里公益平台已联动中国扶贫基金会、壹基金紧急展开募捐行动，支援抗灾，更多公益项目也正在紧急上线。
2、高德发布“河南暴雨积水地图”，河南当地的用户直接点击地图上的【积水点】图标，就能进入相关聊天室，发布求救信息，并获得救援队电话、避难场所位置等即时资讯。
3、阿里云“‘郑州城市大脑’医疗120急救系统”正全力支持救护车调度保障；“郑州政务钉钉”系统紧急扩容已完成，钉钉技术团队将24小时保障郑州市救援相关政务联络需求。
4、我们正紧急筹措救灾、消杀防疫相关物资，菜鸟正调度一切可调度的物流力量支持救灾物资运输。
5、MMC河南分公司向郑州市7000个社区，2.1万个团点，免费提供首批45万件蔬菜、粮油等生活日用品。
6、阿里健康在紧急行动，联系相关医疗机构，登记需求，提供必要的药品、医疗器械等协助。同时请大家尽可能加强消毒防护。
不及细述，更多救援举措正在紧密推进。我们将尽一切努力，配合政府的指挥，提供我们力所能及的支援。
阿里巴巴公益
7月21日 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨互助#帮转，河南新乡曲韩社区救援中，有人看见了这个孩子吗？请联系：18738377625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"新乡#河南暴雨互助##河南暴雨救援#‼️ 🆘 非常急【15:30已核实】
⚠️ 新乡救援一线 现在最缺的是船 橡皮艇 冲锋舟等专业救援设备‼️
联系到动力船资源请直接联系19544516996
新乡现在情况非常严重，比郑州要严重很多村子都是一个村一个村的淹，主要是太缺少动力船只，救援很困难。
转自志愿者群
——————————————————————————
@硬核少女金色心 :信息太混杂 志愿者的核实短信一律不回复了 实在不好意思 辛苦大家了 志愿者朋友看到了请直接告知我是否有资源，具体数量及资源直接对接人的联系方式！感谢！！！
——————————————————————————
@硬核少女金色心: 吃的喝的真的不缺了 ！！！ 后面要募捐的要救援设备 ！！！！ 皮划艇 冲锋艇 救生衣 头灯 汽油 柴油 衣服裤子 内裤 袜子 洗漱用品 药品……… 艇或者舟最好带动力，现在水流太大没动力的基本快没用（也可以给水流较缓的地方） 大家可以转发出去，捐赠方麻烦看看！！ 十分感谢！！！
——————————————————————————
@硬核少女金色心: 对不起各位再说一下，非常感谢大家的热心帮助，志愿者发过来的核实短信我就不回复了，私信及短信发给我的重复信息我也不回复了，感谢各位的帮忙！确实能直接对接资源的跟我联系，我直接拉群让资源提供方跟救援队对接节省时间！感谢感谢
L溪川_的微博视频 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
新乡中州国旅运送物资小队出发了， 哪个安置点需要物资的请尽快联系我们！（手套、被子、垃圾袋、消毒液、衣服等） 也可在新乡市区接受任何捐赠品，代捐安置点，有车，没有问题。 打任意电话都可以！ （转） #河南暴雨互助# #河南暴雨救援#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🆘需求救援艇！
核实时间：7月24日21：51
在新乡卫辉红旗区金穗大道运送受灾人员，现在救援队有15个人左右，但只有2艘救援艇，哪里有艇和救生衣
联系电话：18838134134
河南暴雨互助#新乡暴雨求助##新乡暴雨##卫辉暴雨#",,,,,,,,,,,,,,,,,,,,,,,,,,,,
河南暴雨互助 河南省新乡市牧野区建设中路325号杨岗小学需要凉席1000条 7-12岁小孩子穿的衣服 当地志愿者对接 消息准确 联系郭主任15090445767或13673518402 麻烦大家帮忙转发（已经核实了 并且上报了 但是没得到回复 希望大家帮忙转发 ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"慕寒
呜呜呜真的没办法了球球看到的情敌帮我们转转吧已经有33个村因为泄洪被淹了热搜也一直上不去，舆论重点一直在郑州新乡要撑不住了
#新乡急需皮划艇冲锋舟##新乡##河南暴雨互助# 救命了看看新乡吧
整个新乡北部，共产主义渠和卫河沿岸，凤泉区、辉县、卫辉，目前情况非常糟糕！！！呼吁更多外部救援力量，非常非常非常缺救援物资！已经有救援人员开始牺牲，无数地方困了两天根本进不去，水深两三米还又持续下了一夜，别再去郑州了看看新乡吧！又一夜大雨现在还是瓢泼大雨，凌晨卫河决堤牧野湖倒灌，“淹村庄保卫辉，淹卫辉保新乡市”，就这新乡市已经开始各种倒灌很多水深一米五了，市里每加重一点不知道重灾区要加重多少，救援队根本进不去，太绝望了也。 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨互助# ⚠️新乡学院的救援物资已经饱和！！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨救援#【紧急！紧急求助信息】【已核实：40多斤的应急医药物资，希望通过正规救援单位送抵牧野抗洪前线】#河南加油# 紧急，求转发，求扩散，正在新乡牧野区深水区抗洪救灾的一些四川、江苏救援队员因伤口感染化脓，急需我公司捐赠的医疗物质。情况紧急！求可以将医疗物资从郑州CBD送往新乡牧野区深水区的专业人员，请速联系：18939245533 /15333817975/15303818935 （已核实，7月24日16时）（河南商报） ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助 ‼️紧急救援‼
【24日晚上20点25分核实
 核实人：王历彩13839061961】
河南省新联会组织捐助卫辉，上海爱心人士捐助物资的车辆在卫辉孙杏村出故障了，回不去了，联系电话：18918222222
位置：卫辉市孙杏村镇政府东新濮公路北正东方向120米#河南暴雨互助##新乡#",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#河南暴雨# 【紧急！受困群众几千人！新乡曲韩社区求救】（11:48分电话核实）曲韩社区求救！汲城决堤，卫河水倒灌至曲韩社区，车库楼道均进水严重，目前一楼车库已经淹没，水势涨的很快，无专业救援，受困群众几千人，社区有老人，有小孩儿急需救援。
求大家帮忙转发！
联系
尚家伟13837341861或
田良军13513730441或
赵如涛13503443838或
闫纪良19903739685
15664084970 这个已经被困三天了 #河南加油# #河南暴雨救援# ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"急急急‼️ ‼️ ‼️ ‼️ 南站附近的帮帮忙！！！
两位救援人员受伤，需要车接送‼️ ‼️ ‼️
位置在新乡南站
救援队员两位，跟腱拉伤，要到广鑫温泉休息
联系电话：15750777542

两个小时了，没有人接伤员[流泪][流泪]求求大家转发一下，真的真的很急！！
24号 21：36分已打电话核实#新乡彩虹桥##新乡# 2新乡 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
【 快讯！为了1500居民用户顺利用电，我们得加紧时间！】 郑州市新圃路60号正商泰园小区有居民一千五百余户，受大暴雨影响停电至今，给市民生活带来了不便，更牵动着国网陕西电力渭南供电公司抢修保电人员的心，把恢复该小区正常供电作为当务之急。24日一早@国网渭南供电公司 20余名抢修队员抵达正商泰园小区，迅速展开灾后现场勘察和电力抢修工作。抢修人员在四十多公分深的积水和淤泥中艰难前行，顶着信号近无、四十多度高温，经过勘察，该小区恢复供电需要完成9条电缆预试和14台开关柜的调试与检修，可就在打开配电室的门时，积水一下就流了出来，眼前的积水与淤泥像一座大山一样阻挡了抢修人员的步伐，突击队员决定一方面不间断进行抽水、烘干，同时利用工具往出清扫。其他人员工作人员立刻商议、拟定抢修方案。 “地下进水、设备浸泡时间长，淤泥积水多，使得抢修难度特别大。我们对进行设备冲洗、酒精擦拭、进行烘干，最后经绝缘试验合格后，才能送电，不过我们会争分夺秒，争取尽快复电！。”国网渭南供电公司现场抢修负责人说道。（刘洋 董易昌） ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助#郑州预计23点恢复供电##郑州爆料# 南阳路街道办事处，沙口路瑞隆城小区，被淹了五天了，抽水也一波三折，物业不作为，业主自己对钱，山东的消防官兵也过来支持，仍旧有近五米的积水没有排空，转供电，地下室不排空，不仅维修不了设备，更可怕的是对楼体造成不可逆转的损害，请求帮助！请求帮助！有十几层的小高层，有三十多层的高层，每天爬楼，为了接水，充电，疲于奔命！
周边小区都已陆续供电供水，只剩下我们小区黑色风景线 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助联系电话：18637153688
位置：河南省郑州市管城回族区普惠路39号 海马公园C区
详细内容：我们是郑州蓝天救援队海马公园C区物资集散点急缺4米2的货车 越野车 送物资去灾区
急缺消毒物品 救生用品 运往新乡 鹤壁等灾区，需皮艇，需药物
发布时间：2021-07-24 21:53@圆圆圆圆丸子",,,,,,,,,,,,,,,,,,,,,,,,,,,,
河南暴雨互助目前新乡城市周边很多村庄受灾严重，据可靠消息仍有许多被困群众失联需要专业设备转移救援！寺庄顶村情况紧急‼️看到消息的可以通知你所知道的救援队冲锋舟前往 (转发，这个是在新乡救援的志愿者发布的！) O网页链接,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河南暴雨互助时间30多个小时的一家三口人是我姐姐一家，被困点在荥阳市与新密市交界处二红山附近，昨天11点最后一次联系。孩子刚满2岁。荥阳政府说那里不归他们管，我们家的天都要塌了。感觉救救我姐姐一家吧！赶快让他们回家吧，冰冷的山上没吃没喝，虫子又市成群。孩子可经不了这样啊。我是王艳红15838346341. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助#周口泄洪#
【扶沟县🆘西华县🆘小县城缺物资人力🆘】
【经网友提醒⚠️现更新扶沟县部分村镇网上求助信息🆘需要食品和物资❗️详情可拨打电话询问‼️更新还在持续中…】
【更新❗️扶沟县红十字会应急物资领取步骤‼️】
【感谢为我的家乡撑把伞的人们🙏扶沟和西华人民定不会忘记你们的帮助🙏】
大家看下我们小破扶沟吧！扶沟县位于贾鲁河流域周口市上游，小县城人民舍小家顾大家，农村地区大堤堤坝不少地方都开口了全县人口紧急迁移！现在紧缺人力！物资！！！🆘
【扶沟】联系人：娄主任（红十字协会）13949987913（已更新更换联系人的电话）
【西华】联系人：金国明 13938057668 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"求助
北京来的救援队四天没休息了，目前在大块，希望能给予休息的地方，一共有37个人，队长电话是 135 0136 5711。凤泉区的老乡们！谁有信号转发一下#新乡##新乡暴雨求助##新乡30座水库有29座蓄满溢洪##新乡急需皮划艇冲锋舟# #新乡彩虹桥# 2新乡",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助目前已知【辉县】和【鹤壁的浚县】需要食物！！
他们连基本的食物都无法满足，什么物资也没有！
如果可以提供物资请联系：辉县冀屯镇周主任18568215123",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助#河南暴雨救援##河南暴雨#
【帮转】【已审核】
🆘🆘🆘
急需物资，尤其是水，如果再没有物资可能撑不过去，整个村子严重缺水，物资被拦在河堤过不来，现在需要船只送物资过来！！！

地址:河南省鹤壁市浚县县新镇镇 ，老十字路口
电话：17123982270",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#随手拍#据报道河南暴雨，造成很大的损失，至今已造成56人遇难，5人失踪，直接经济损失超过139亿元，全面救援工作正在紧张进行中。

也有很多别的省份的救援人员赶到现场支援，一方有难，八方支援，这是我们国家的宗旨。

湖南当地也有大批的志愿者自发组织去帮卸救援物资。#追梦路上的好心人#

他们当中有老人，大孩子都一起来帮忙，都在尽自己的微薄之力，让这场灾难早些结束。

感恩这一大批志愿者，为你们点赞！ ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南卫辉‼️‼️【失联】
从北环寺庄顶往东方向的村庄村民，所有正在救援的团队！麻烦观看四周有没有发现一位50多岁男性，在2021.7.24日上午9:10左右，救援艇经过新寺路共产主义渠桥段时，皮艇破裂掉入水中被冲走，至此仍无消息！家人迫切希望得到有关信息！联系我们：徐红兵139 3736 6546 / 徐明利 135 2503 7371
7.24号晚9：28【已电话核实】 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"急急急！！急需龙吸水！求求大家帮帮我们！！！

我哥在郑州市中牟县白沙镇锦绣路交叉口于20日下午4点失联。

我们还是没放弃过，一直找机会搜救，现在紧急需要龙吸水这样的大型抽水设施，有谁知道怎么联系，怎么协调，帮帮我们，也请求政府、各界伸出援手，谢谢，谢谢，谢谢！
受困人：刘凯

拜托大家帮我转发和提供相关渠道，谢谢！谢谢！谢谢！@爱吃甜筒的小林 @西藏昌都人韩红 @宇宙冲浪独角兽 @来一杯冰阔乐吗 @加班少女阿熊 @明言名语bot @杨紫 @猫撞 @大河报 @李浩源_鲤太史 @李仲龍2021 @范冰冰 @Minerva猫 @新京报 @新浪新闻 @百度贴吧 @何运晨Yancy @何炅 @10月8号扎心了 @薇娅viyaaa @1X1X @鹿透社 @央视新闻 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"博君一肖

️𝟬𝟴𝟬𝟱 𝗠𝗜𝗦𝗦𝗜𝗢𝗡-［𝟬1]公益项目
【河南乡村学校爱心健康洗手计划】

关注卫生条件，助力灾后重建
关爱农村孩童，守护幼苗健康

爱心啵啵，呵护全家
-

地点：河南洛阳/郑州（啵啵的家乡）
项目实施：全球热在Yibo生日之际，特以弟弟名义，捐赠10000 元至河南农村五所小学及幼儿园，为其提供500瓶舒肤佳洗手液。为改善乡村学校卫生条件，助乡村儿童的健康成长贡献爱的力量。学校名单及物资进展会在后续公布跟进。

特感谢：
1. 枣波波老师@枣波波 授权的贴纸（将贴于洗手液瓶身）
2. 中华少年儿童慈善救助基金会对项目的鼎力支持
-
✶𝐻𝑎𝑝𝑝𝑦 𝐵𝑖𝑟𝑡ℎ𝑑𝑎𝑦 我们一博
愿每一份善意都能落到实处，同时给予你最好的福报。
- ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨互助#【寻人启事】 【帮转】新乡市获嘉县捡到山东大哥的身份证一张。姓名：韩兵，住址：山东省高唐县。联系电话徐程林 15188347531。应该是救援队的～ 麻烦有相应救援群的大家转发一下～ 谢谢！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
继续画画，带透视的超级难画，今天又是太阳暴雨轮回交替的一天 2成都,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#上海明后天暴雨到大暴雨#下刀子也要去上班的工作，周一有台风算什么？,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【#河南暴雨感人瞬间#主人的三轮车被水泡坏，狗狗帮忙卖力推车？】7月22日，河南鹤壁。主人的三轮车因暴雨被水泡坏，狗狗这是想帮主人推车吗？ L青豆视频的微博视频,,,,,,,,,,,,,,,,,,,,,,,,,,,,
